District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
460,Johnson County,15,Johnson Co High School,Students with Disabilities,24,100,13.1,15.4,14.3,15.6,14.8,**,**,**,**
470,Knox County,9,Austin East High/Magnet,All Students,134,99,14.7,16.1,16.2,16.2,16,13,9.7,106,79.1
470,Knox County,9,Austin East High/Magnet,Black/Hispanic/Native American,120,98,14.4,15.9,15.7,16.1,15.7,8,6.7,98,81.7
470,Knox County,9,Austin East High/Magnet,Economically Disadvantaged,103,99,14.2,15.7,15.6,15.7,15.5,8,7.8,88,85.4
470,Knox County,9,Austin East High/Magnet,English Learners,11,100,11,15,13.8,16.2,14.1,1,9.1,10,90.9
470,Knox County,9,Austin East High/Magnet,Students with Disabilities,13,93,11.8,14.8,13.8,12.9,13.7,**,**,**,**
470,Knox County,17,Bearden High School,All Students,445,99,23,21.5,23.8,22.6,22.9,280,62.9,103,23.1
470,Knox County,17,Bearden High School,Black/Hispanic/Native American,77,99,17.6,17.3,18.7,18.6,18.2,20,26,41,53.2
470,Knox County,17,Bearden High School,Economically Disadvantaged,60,97,19.1,17.4,20.2,19.5,19.3,21,35,29,48.3
470,Knox County,17,Bearden High School,English Learners,16,94,12.7,15.4,15.4,17,15.3,2,12.5,14,87.5
470,Knox County,17,Bearden High School,Students with Disabilities,37,100,16.3,16.7,16.5,17.2,16.9,5,13.5,25,67.6
470,Knox County,35,Carter High School,All Students,192,99,17.7,18.1,19.2,18.7,18.6,60,31.3,104,54.2
470,Knox County,35,Carter High School,Black/Hispanic/Native American,30,100,15.3,16.7,17,16.8,16.7,4,13.3,22,73.3
470,Knox County,35,Carter High School,Economically Disadvantaged,70,99,17.2,17.7,18.2,18.3,18,19,27.1,44,62.9
470,Knox County,35,Carter High School,English Learners,5,*,*,*,*,*,*,*,*,*,*
470,Knox County,35,Carter High School,Students with Disabilities,26,96,12.8,14.7,14,15.1,14.3,**,**,**,**
470,Knox County,47,Central High School,All Students,195,98,20.5,20.1,21.2,20.4,20.7,99,50.8,75,38.5
470,Knox County,47,Central High School,Black/Hispanic/Native American,61,98,16.5,17.3,17.9,17.5,17.4,14,23,41,67.2
470,Knox County,47,Central High School,Economically Disadvantaged,58,97,18,18.2,19.4,18.5,18.7,20,34.5,31,53.4
470,Knox County,47,Central High School,English Learners,17,100,14,15.8,16.2,15.6,15.5,2,11.8,15,88.2
470,Knox County,47,Central High School,Students with Disabilities,15,94,13.1,15.5,14.6,15,14.7,**,**,**,**
470,Knox County,65,South Doyle High School,All Students,209,100,17.8,18.5,19.7,19.3,19,69,33,113,54.1
470,Knox County,65,South Doyle High School,Black/Hispanic/Native American,53,100,14,16.6,16.3,17.3,16.2,6,11.3,42,79.2
470,Knox County,65,South Doyle High School,Economically Disadvantaged,88,100,15.3,16.9,17.3,17.6,16.9,14,15.9,62,70.5
470,Knox County,65,South Doyle High School,English Learners,8,*,*,*,*,*,*,*,*,*,*
470,Knox County,65,South Doyle High School,Students with Disabilities,41,98,12.7,15.5,14.4,15.5,14.6,**,**,**,**
470,Knox County,80,Farragut High School,All Students,438,99,24.9,24,25.7,24.3,24.9,329,75.1,68,15.5
470,Knox County,80,Farragut High School,Black/Hispanic/Native American,42,98,23.3,22.5,22.4,22.3,22.8,28,66.7,8,19
470,Knox County,80,Farragut High School,Economically Disadvantaged,26,100,21.1,20.5,21.1,21.3,21,14,53.8,7,26.9
470,Knox County,80,Farragut High School,English Learners,9,*,*,*,*,*,*,*,*,*,*
470,Knox County,80,Farragut High School,Students with Disabilities,27,100,14.5,15.1,16.4,15.9,15.6,**,**,**,**
470,Knox County,90,Fulton High School,All Students,188,98,15.6,16.5,17.2,17,16.7,30,16,143,76.1
470,Knox County,90,Fulton High School,Black/Hispanic/Native American,113,99,14.5,16.2,16.1,16.5,15.9,11,9.7,94,83.2
470,Knox County,90,Fulton High School,Economically Disadvantaged,101,98,14.5,16.1,16.4,16.3,16,12,11.9,85,84.2
470,Knox County,90,Fulton High School,English Learners,31,100,12.7,15.1,14.7,15.6,14.6,**,**,**,**
470,Knox County,90,Fulton High School,Students with Disabilities,37,97,13.1,14.9,15.2,15.6,14.8,**,**,**,**
470,Knox County,100,Gibbs High School,All Students,222,100,19.4,18.7,20.2,19.7,19.6,83,37.4,101,45.5
470,Knox County,100,Gibbs High School,Black/Hispanic/Native American,16,100,17.5,18.6,20,19.7,19.1,3,18.8,8,50
470,Knox County,100,Gibbs High School,Economically Disadvantaged,48,100,15.9,17,17.6,17.4,17.2,8,16.7,32,66.7
470,Knox County,100,Gibbs High School,Students with Disabilities,28,100,14.5,16.3,15.1,15.7,15.5,**,**,**,**
470,Knox County,115,Halls High School,All Students,281,99,20,19.5,21.5,20.5,20.5,128,45.6,104,37
470,Knox County,115,Halls High School,Black/Hispanic/Native American,15,100,19,19.4,20.5,19.5,19.7,6,40,8,53.3
470,Knox County,115,Halls High School,Economically Disadvantaged,57,100,18.2,18.3,20.1,19.1,19.1,21,36.8,30,52.6
470,Knox County,115,Halls High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
470,Knox County,115,Halls High School,Students with Disabilities,24,96,13.1,15.6,15.3,16.1,15.1,**,**,**,**
470,Knox County,126,Hardin Valley Academy,All Students,478,99,22,21.4,23.7,22.6,22.6,295,61.7,117,24.5
470,Knox County,126,Hardin Valley Academy,Black/Hispanic/Native American,94,97,17.7,18,19.5,18.9,18.7,28,29.8,51,54.3
470,Knox County,126,Hardin Valley Academy,Economically Disadvantaged,67,99,18.9,19.4,21.6,20.8,20.4,31,46.3,30,44.8
470,Knox County,126,Hardin Valley Academy,English Learners,9,*,*,*,*,*,*,*,*,*,*
470,Knox County,126,Hardin Valley Academy,Students with Disabilities,36,97,16.7,16.7,19,18.4,17.9,10,27.8,21,58.3
470,Knox County,150,Karns High School,All Students,299,98,19.6,19.2,20.4,20.2,20,127,42.5,126,42.1
470,Knox County,150,Karns High School,Black/Hispanic/Native American,73,96,16.7,17.5,18.2,18.3,17.8,18,24.7,42,57.5
470,Knox County,150,Karns High School,Economically Disadvantaged,84,99,17.6,17.9,18.9,19,18.5,26,31,44,52.4
470,Knox County,150,Karns High School,English Learners,11,92,13.1,14.9,14.1,15.8,14.7,**,**,**,**
470,Knox County,150,Karns High School,Students with Disabilities,33,97,14.1,15.1,15.7,15.8,15.3,4,12.1,28,84.8
470,Knox County,158,Knox Adaptive Education Center,All Students,2,*,*,*,*,*,*,*,*,*,*
470,Knox County,158,Knox Adaptive Education Center,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
470,Knox County,158,Knox Adaptive Education Center,Economically Disadvantaged,1,*,*,*,*,*,*,*,*,*,*
470,Knox County,158,Knox Adaptive Education Center,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
470,Knox County,185,Powell High School,All Students,278,99,19,19,20.1,19.9,19.6,118,42.4,123,44.2
470,Knox County,185,Powell High School,Black/Hispanic/Native American,48,96,15.9,17.5,16.4,17,16.8,8,16.7,35,72.9
470,Knox County,185,Powell High School,Economically Disadvantaged,84,100,16.6,17.5,18,18.1,17.7,22,26.2,54,64.3
470,Knox County,185,Powell High School,English Learners,17,94,13.6,16.4,14.5,15.1,15.1,1,5.9,16,94.1
470,Knox County,185,Powell High School,Students with Disabilities,36,97,13.7,15.6,14.9,15.5,15,2,5.6,32,88.9
470,Knox County,305,West High School,All Students,296,99,22.9,21.1,24,22.4,22.7,175,59.1,93,31.4
470,Knox County,305,West High School,Black/Hispanic/Native American,92,98,17.3,17.3,18.8,18.7,18.2,23,25,56,60.9
470,Knox County,305,West High School,Economically Disadvantaged,69,97,15.8,16.7,18.3,17.6,17.2,9,13,46,66.7
470,Knox County,305,West High School,English Learners,13,100,14.2,15.5,15.6,17.2,15.9,2,15.4,10,76.9
470,Knox County,305,West High School,Students with Disabilities,23,96,15.3,16.3,18.3,17,16.9,3,13,16,69.6
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,All Students,93,85,14.3,15.6,15.9,15.5,15.5,11,11.8,77,82.8
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Black/Hispanic/Native American,33,92,12.7,14.8,15.1,14,14.2,3,9.1,29,87.9
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Economically Disadvantaged,54,84,13,14.9,15,14.4,14.4,3,5.6,48,88.9
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,English Learners,6,*,*,*,*,*,*,*,*,*,*
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,Students with Disabilities,17,85,11.4,14.7,12.9,13.7,13.2,1,5.9,16,94.1
470,Knox County,334,L N STEM Academy,All Students,125,100,27.1,24.3,27.9,26,26.5,106,84.8,12,9.6
470,Knox County,334,L N STEM Academy,Black/Hispanic/Native American,17,100,22.9,21,23.9,23.1,22.9,12,70.6,3,17.6
470,Knox County,334,L N STEM Academy,Economically Disadvantaged,11,100,22,18.9,24.9,22.4,22.3,6,54.5,3,27.3
470,Knox County,334,L N STEM Academy,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
470,Knox County,345,Career Magnet Academy,All Students,64,100,21.1,19,22.4,20.5,20.8,30,46.9,23,35.9
470,Knox County,345,Career Magnet Academy,Black/Hispanic/Native American,17,100,17.6,17.7,19.9,17.8,18.4,3,17.6,9,52.9
470,Knox County,345,Career Magnet Academy,Economically Disadvantaged,28,100,21.2,19.4,21.8,20.1,20.7,12,42.9,13,46.4
470,Knox County,345,Career Magnet Academy,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
480,Lake County,5,Lake Co High School,All Students,43,100,17.4,17.5,18.5,18.1,18.1,14,32.6,26,60.5
480,Lake County,5,Lake Co High School,Black/Hispanic/Native American,14,100,14.9,15.9,16.7,16.9,16.3,1,7.1,11,78.6
480,Lake County,5,Lake Co High School,Economically Disadvantaged,33,100,16.4,16.8,17.5,17.5,17.2,7,21.2,23,69.7
480,Lake County,5,Lake Co High School,Students with Disabilities,10,100,12.3,15,13.5,13.3,13.6,**,**,**,**
490,Lauderdale County,23,Halls High School,All Students,91,100,19.7,19.1,20.7,19.9,20,34,37.4,40,44
490,Lauderdale County,23,Halls High School,Black/Hispanic/Native American,26,100,16.9,17.2,17.3,17.6,17.5,6,23.1,16,61.5
490,Lauderdale County,23,Halls High School,Economically Disadvantaged,30,100,16.8,17.3,18.3,18.3,17.9,5,16.7,16,53.3
490,Lauderdale County,23,Halls High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
490,Lauderdale County,40,Ripley High School,All Students,180,98,14.8,16.4,16.5,17,16.3,28,15.6,140,77.8
490,Lauderdale County,40,Ripley High School,Black/Hispanic/Native American,113,98,13.3,15.8,15.2,15.7,15.1,9,8,98,86.7
490,Lauderdale County,40,Ripley High School,Economically Disadvantaged,108,98,13.6,15.8,15.5,15.8,15.3,9,8.3,94,87
490,Lauderdale County,40,Ripley High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
490,Lauderdale County,40,Ripley High School,Students with Disabilities,41,95,10.3,14.8,12.6,13.7,13,**,**,**,**
500,Lawrence County,40,Lawrence Co High School,All Students,262,98,19,18.3,19.5,19.1,19.2,97,37,134,51.1
500,Lawrence County,40,Lawrence Co High School,Black/Hispanic/Native American,15,88,16.7,17.7,17.1,18.4,17.5,4,26.7,10,66.7
500,Lawrence County,40,Lawrence Co High School,Economically Disadvantaged,115,97,16.2,16.8,17.3,17,17,25,21.7,81,70.4
500,Lawrence County,40,Lawrence Co High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
500,Lawrence County,40,Lawrence Co High School,Students with Disabilities,38,95,12.4,14.7,13,14.5,13.8,**,**,**,**
500,Lawrence County,65,Loretto High School,All Students,116,97,19.8,19,20,20,19.9,51,44,45,38.8
500,Lawrence County,65,Loretto High School,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
500,Lawrence County,65,Loretto High School,Economically Disadvantaged,36,92,17.1,17.5,17.4,17.6,17.6,10,27.8,20,55.6
500,Lawrence County,65,Loretto High School,Students with Disabilities,12,100,12.7,15.2,13.1,14.9,14.1,1,8.3,11,91.7
500,Lawrence County,95,Summertown High School,All Students,110,100,17.4,18.2,18.3,18.6,18.2,33,30,61,55.5
500,Lawrence County,95,Summertown High School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
500,Lawrence County,95,Summertown High School,Economically Disadvantaged,42,100,15.1,16.4,16.3,17.2,16.4,5,11.9,30,71.4
500,Lawrence County,95,Summertown High School,Students with Disabilities,14,100,11.9,14.5,13.4,14.4,13.6,**,**,**,**
510,Lewis County,10,Lewis Co High School,All Students,104,99,18.8,18,20.2,20,19.4,41,39.4,49,47.1
510,Lewis County,10,Lewis Co High School,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
510,Lewis County,10,Lewis Co High School,Economically Disadvantaged,46,100,16.8,17,18.2,18.7,17.8,14,30.4,26,56.5
510,Lewis County,10,Lewis Co High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
510,Lewis County,10,Lewis Co High School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
520,Lincoln County,56,Lincoln County High School,All Students,255,98,20.6,19.5,21.3,20.5,20.6,122,47.8,93,36.5
520,Lincoln County,56,Lincoln County High School,Black/Hispanic/Native American,19,100,18.3,17.9,18.3,18.7,18.5,3,15.8,9,47.4
520,Lincoln County,56,Lincoln County High School,Economically Disadvantaged,66,97,18.4,17.8,19.5,19.3,18.9,22,33.3,31,47
520,Lincoln County,56,Lincoln County High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
520,Lincoln County,56,Lincoln County High School,Students with Disabilities,16,100,13.9,15.2,14.9,15.6,15.1,2,12.5,14,87.5
520,Lincoln County,95,Lincoln Central Academy,All Students,1,*,*,*,*,*,*,*,*,*,*
520,Lincoln County,95,Lincoln Central Academy,Economically Disadvantaged,1,*,*,*,*,*,*,*,*,*,*
521,Fayetteville,10,Fayetteville High School,All Students,83,97,20.1,18.7,21.1,20,20.1,34,41,39,47
521,Fayetteville,10,Fayetteville High School,Black/Hispanic/Native American,33,100,16.2,16.3,18.1,17.7,17.2,5,15.2,23,69.7
521,Fayetteville,10,Fayetteville High School,Economically Disadvantaged,28,100,16,16.3,18,17.1,17,3,10.7,21,75
521,Fayetteville,10,Fayetteville High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
521,Fayetteville,10,Fayetteville High School,Students with Disabilities,11,100,15.6,16,16.8,17,16.5,2,18.2,8,72.7
530,Loudon County,25,Greenback School,All Students,59,100,19.7,18.4,20.3,19.9,19.7,23,39,22,37.3
530,Loudon County,25,Greenback School,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
530,Loudon County,25,Greenback School,Economically Disadvantaged,13,100,19.8,18.5,21.5,19.8,19.9,4,30.8,3,23.1
530,Loudon County,25,Greenback School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
530,Loudon County,40,Loudon High School,All Students,151,99,19.7,19.9,20,20.2,20.1,64,42.4,71,47
530,Loudon County,40,Loudon High School,Black/Hispanic/Native American,32,97,16.1,17.1,16,17.4,16.8,4,12.5,25,78.1
530,Loudon County,40,Loudon High School,Economically Disadvantaged,33,100,18.1,18.3,19.2,18.2,18.7,12,36.4,20,60.6
530,Loudon County,40,Loudon High School,English Learners,9,*,*,*,*,*,*,*,*,*,*
530,Loudon County,40,Loudon High School,Students with Disabilities,27,96,13.9,16.7,16.3,16.1,15.9,3,11.1,23,85.2
531,Lenoir City,5,Lenoir City High School,All Students,265,100,19.5,20.3,20.6,20.2,20.3,127,47.9,113,42.6
531,Lenoir City,5,Lenoir City High School,Black/Hispanic/Native American,55,100,16.1,17.5,17,17.8,17.3,11,20,38,69.1
531,Lenoir City,5,Lenoir City High School,Economically Disadvantaged,63,100,18.2,19.1,18.4,18.7,18.8,20,31.7,34,54
531,Lenoir City,5,Lenoir City High School,English Learners,13,100,12.2,15.3,14.3,15.6,14.6,**,**,**,**
531,Lenoir City,5,Lenoir City High School,Students with Disabilities,27,100,13.8,15.6,15.7,16.3,15.6,3,11.1,23,85.2
540,McMinn County,15,Central High School,All Students,154,99,19.1,18.4,19.5,18.9,19.1,55,35.7,76,49.4
540,McMinn County,15,Central High School,Black/Hispanic/Native American,10,100,14.2,15.3,16,15.7,15.5,**,**,**,**
540,McMinn County,15,Central High School,Economically Disadvantaged,53,96,17.1,16.5,17.8,17.6,17.5,11,20.8,34,64.2
540,McMinn County,15,Central High School,Students with Disabilities,18,100,11.8,14.4,14.2,14.4,13.9,**,**,**,**
540,McMinn County,45,McMinn High School,All Students,308,97,19.9,18.8,20,19.9,19.8,118,38.3,151,49
540,McMinn County,45,McMinn High School,Black/Hispanic/Native American,56,97,19,18.3,18.9,19,19,20,35.7,31,55.4
540,McMinn County,45,McMinn High School,Economically Disadvantaged,115,97,18.4,18,18.7,18.9,18.7,33,28.7,64,55.7
540,McMinn County,45,McMinn High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
540,McMinn County,45,McMinn High School,Students with Disabilities,32,94,13.7,15.7,14.6,15.5,15,2,6.3,28,87.5
550,McNairy County,10,Adamsville High School,All Students,135,98,19.2,17.8,19.5,19.3,19.1,48,35.6,64,47.4
550,McNairy County,10,Adamsville High School,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
550,McNairy County,10,Adamsville High School,Economically Disadvantaged,59,98,16.8,16.7,17.4,17.7,17.3,13,22,41,69.5
550,McNairy County,10,Adamsville High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
550,McNairy County,10,Adamsville High School,Students with Disabilities,10,100,12.1,14.4,14.2,14.3,13.9,**,**,**,**
550,McNairy County,20,McNairy Central High School,All Students,199,96,18.5,18.7,19.4,19.3,19.1,72,36.2,98,49.2
550,McNairy County,20,McNairy Central High School,Black/Hispanic/Native American,28,90,14.3,16.2,16,16.8,15.9,3,10.7,23,82.1
550,McNairy County,20,McNairy Central High School,Economically Disadvantaged,105,95,17.4,17.9,18.4,18.6,18.2,29,27.6,60,57.1
550,McNairy County,20,McNairy Central High School,Students with Disabilities,22,92,11.9,15,14.1,14.8,14.1,**,**,**,**
560,Macon County,21,Macon County High School,All Students,188,97,20.4,18.2,20,19.1,19.6,65,34.6,77,41
560,Macon County,21,Macon County High School,Black/Hispanic/Native American,20,100,19.2,18.8,18.9,18.3,18.9,7,35,10,50
560,Macon County,21,Macon County High School,Economically Disadvantaged,71,95,18.5,17.3,18.4,17.9,18.2,17,23.9,36,50.7
560,Macon County,21,Macon County High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
560,Macon County,21,Macon County High School,Students with Disabilities,22,100,12.9,14.4,14.1,14,14,**,**,**,**
560,Macon County,30,Red Boiling Springs School,All Students,48,100,17.7,18.9,19.1,18.4,18.7,15,31.3,27,56.3
560,Macon County,30,Red Boiling Springs School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
560,Macon County,30,Red Boiling Springs School,Economically Disadvantaged,22,100,17.4,18.6,18,18.3,18.2,5,22.7,13,59.1
560,Macon County,30,Red Boiling Springs School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
570,Madison County,22,Jackson Central-Merry Early College High,All Students,63,100,21.1,18.3,20.3,19.5,20,25,39.7,23,36.5
570,Madison County,22,Jackson Central-Merry Early College High,Black/Hispanic/Native American,55,100,20.8,18,20,19.3,19.7,20,36.4,22,40
570,Madison County,22,Jackson Central-Merry Early College High,Economically Disadvantaged,28,100,20,18.1,20.4,19.1,19.6,8,28.6,12,42.9
570,Madison County,22,Jackson Central-Merry Early College High,English Learners,1,*,*,*,*,*,*,*,*,*,*
570,Madison County,53,Liberty Technology Magnet High School,All Students,157,94,14.7,15.4,15.1,15.9,15.4,15,9.6,130,82.8
570,Madison County,53,Liberty Technology Magnet High School,Black/Hispanic/Native American,138,94,14.1,15.2,14.7,15.6,15.1,8,5.8,119,86.2
570,Madison County,53,Liberty Technology Magnet High School,Economically Disadvantaged,97,94,13.7,15.1,14.5,15.4,14.8,7,7.2,85,87.6
570,Madison County,53,Liberty Technology Magnet High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
570,Madison County,53,Liberty Technology Magnet High School,Students with Disabilities,19,86,11.7,14.3,13.1,13.9,13.5,**,**,**,**
570,Madison County,63,Madison Academic Magnet High School,All Students,75,100,27.9,23.1,27.2,24.9,25.9,**,**,**,**
570,Madison County,63,Madison Academic Magnet High School,Black/Hispanic/Native American,19,100,22.7,20.1,22.5,20.4,21.7,12,63.2,3,15.8
570,Madison County,63,Madison Academic Magnet High School,Economically Disadvantaged,9,*,*,*,*,*,*,*,*,*,*
570,Madison County,71,North Side High School,All Students,186,94,15.7,16.1,17.1,17.2,16.6,28,15.1,138,74.2
570,Madison County,71,North Side High School,Black/Hispanic/Native American,141,95,14.8,15.8,16.2,16.6,16,15,10.6,114,80.9
570,Madison County,71,North Side High School,Economically Disadvantaged,86,96,14,15.6,15.6,16.2,15.5,7,8.1,75,87.2
